"base_asset_id","base_exchange_symbol","market_pair_count_observed","market_observation_count_observed","current_candidate_count","current_candidate_ids","current_candidate_names","pair_count_status","observation_count_status","exchange_symbol_status","candidate_json_parse_status","candidate_json_count_status","candidate_id_set_status","candidate_json_sha256_status","source_mapping_approved","cfa_mapping_decision","cfa_mapping_review_state"
"BONK","BONK","2","67478","4","based-bonk|bonk|bonk-on-base|bonk-on-eth","Based Bonk|Bonk|Bonk On Base|BONK on ETH","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"POL","POL","2","64097","4","anubis-bridged-pol-anubis|katana-bridged-pol-katana|polygon-ecosystem-token|proof-of-liquidity","Anubis Bridged POL (Anubis)|Katana Bridged POL (Katana)|POL (ex-MATIC)|Proof Of Liquidity","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MOG","MOG","2","55615","4","based-mog-coin|mog|mog-cat|mog-coin","Based Mog Coin|MOG|MOG CAT|Mog Coin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"EDGE","EDGE","2","31778","4","definitive|edge|edge-2|edgex","Definitive|EDGE|Edge|edgeX","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"XZEC","ZEC","2","31269","4","binance-peg-zcash-token|near-intents-bridged-zec|omnibridge-bridged-zcash-solana|zcash","Binance-Peg ZEC|NEAR Intents Bridged ZEC|OmniBridge Bridged Zcash (Solana)|Zcash","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"PNUT","PNUT","2","29284","4","peanut-3|peanut-the-squirrel|pnut|pnut-the-squirrel","Peanut|Peanut the Squirrel|Pnut|Pnut the Squirrel","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ATH","ATH","2","21993","4","aethir|ath|athenadao-token|high-af","Aethir|ATH|AthenaDAO|High AF","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"APE","APE","4","19629","4","ape-3|apecoin|ape-lol|apetos","Ape|Ape.lol|ApeCoin|Apetos","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"WEN","WEN","2","9326","4","wen-4|wen-6|wen-lambo-2|wen-token","WEN|Wen|Wen Lambo|WEN Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"LIT","LIT","2","7989","4","lighter|lit|litentry|timeless","Lighter|LIT|Litentry|Timeless","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"DOGS","DOGS","2","7736","4","doggensnout-skeptic|dogs-2|dont-tread-on-me|we-love-dogs","Doggensnout Skeptic|Dogs|DONT TREAD ON ME|We Love Dogs","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CHEEMS","CHEEMS","2","5554","4","cheems|cheems-cto|cheems-token|og-cheems","Cheems|Cheems CTO|Cheems Token|OG CHEEMS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"COW","COW","2","4514","4","cow|cowcoin-2|cow-protocol|perpetual-cow","Cow|CoW Protocol|Cowcoin|Perpetual Cow","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FARM","FARM","2","3633","4","farm-2|farmtown|harvest-finance|this-is-a-farm","FARM|FarmTown|Harvest Finance|This is a Farm","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FLY","FLY","2","3504","4","firefly-aerospace-inc-robinhood-token|fly-2|franklin|hyperfly","Firefly Aerospace Inc. • Robinhood Token|Fly|Franklin|HyperFly","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"WIN","WIN","2","3418","4","win-2|win-3|wink|winklink-bsc","Win|WIN|WINkLink|WINkLink BSC","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"NPC","NPC","2","1488","4","non-playable-character|non-playable-coin|npc|npc-2","NON PLAYABLE CHARACTER|Non-Playable Coin|NPC|NPC","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MC","MC","2","879","4","magic-crystal|marketcat|merit-circle|merry-christmas","Magic Crystal|MarketCat|Merit Circle|Merry Christmas","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ADA","ADA","8","253582","3","ada-the-dog|binance-peg-cardano|cardano","Binance-Peg Cardano|Cardano|TOLY'S DOG","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"LINK","LINK","9","158645","3","chainlink|linea-bridged-link-linea|osmosis-alllink","Chainlink|Linea Bridged LINK (Linea)|Osmosis allLINK","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TRX","TRX","4","148060","3","solana-bridged-trx-solana|tron|tron-bsc","Solana Bridged TRX (Solana)|TRON|TRON (BSC)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MANA","MANA","5","54962","3","decentraland|decentraland-wormhole|meme-anarchic-numismatic-asset","Decentraland|Decentraland (Wormhole)|Meme Anarchic Numismatic Asset","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"NEAR","NEAR","2","51947","3","binance-peg-near-protocol|near|rainbow-bridged-near-ethereum","Binance-Peg NEAR Protocol|NEAR Protocol|Rainbow Bridged Near (Ethereum)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"PRIME","PRIME","2","44257","3","echelon-prime|hastra-prime|prime-2","DeltaPrime|Echelon Prime|Hastra PRIME","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TOSHI","TOSHI","2","43099","3","first-dog-to-buy-crypto|toshi|toshi-3","First Dog to Buy Crypto|Toshi|Toshi","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SUPER","SUPER","2","22957","3","superclaw|super-connector|superfarm","Super Connector|Superclaw|SuperVerse","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SC","SC","3","19585","3","shark-cat|siacoin|star-cat","Shark Cat|Siacoin|STAR CAT","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SBR","SBR","2","16993","3","saber|sbrsol|strategic-bitcoin-reserve","Saber|Strategic Bitcoin Reserve|Strategic Bitcoin Reserve","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"JUNO","JUNO","2","11564","3","juno-agent|junocash|juno-network","JUNO|Juno Agent|JunoCash","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ACT","ACT","2","11148","3","acet-token|achain|act-i-the-ai-prophecy","Acet|Achain|Act I The AI Prophecy","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BAT","BAT","2","8959","3","basic-attention-token|batic|bitbat-token","Basic Attention|Batic|BitBat Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MIR","MIR","2","8230","3","mirror-chain|mirror-protocol|mir-token","Mir Token|Mirror Chain|Mirror Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SONIC","SONIC","2","7153","3","sonic-snipe-bot|sonic-solana|sonic-svm","Sonic Snipe Bot|Sonic Solana|Sonic SVM","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ATLAS","ATLAS","2","6902","3","atlas-2|maga-dog|star-atlas","ATLAS|MAGA DOG|Star Atlas","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GAL","GAL","2","6630","3","galatasaray-fan-token|one-unchill-gal|project-galaxy","GAL (migrated to Gravity - G)|Galatasaray Fan Token|one unchill gal","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TOKEN","TOKEN","2","5867","3","token|tokenfi|tokenization","Token.com|TokenFi|Tokenization","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CORN","CORN","2","4603","3","corn-2|corn-3|solanacorn","Corn|Corn|Solanacorn","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GTC","GTC","2","3543","3","gitcoin|global-trust-coin|gtech-coin","Gitcoin|Global Trust Coin|Gtech Coin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BIT","BIT","2","1705","3","biconomy-exchange-token|bitdao|bitdealer","Biconomy Exchange Token|BitDAO|Bitdealer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ALICE","ALICE","2","1351","3","alice-2|alice-4|my-neighbor-alice","AdaptLearnIntellectCompanyEngine|Alice|My Neighbor Alice","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CLANKER","CLANKER","2","1022","3","clanker|clanker-2|tokenbot-2","Clanker|Clanker|tokenbot","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"XLTC","LTC","9","352985","2","binance-peg-litecoin|litecoin","Binance-Peg Litecoin|Litecoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ZUSD","USD","3","185551","2","turbousd-unstablecoin|unstable-states-dollar","TurboUSD Unstablecoin|Unstable States Dollar","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FARTCOIN","FARTCOIN","4","143453","2","based-fartcoin|fartcoin","Based Fartcoin|Fartcoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ALGO","ALGO","7","105133","2","algorand|dear-algorithm","Algorand|Dear Algorithm","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TAO","TAO","2","102403","2","bittensor|the-anthropic-order","Bittensor|The Anthropic Order","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BCH","BCH","9","97816","2","binance-peg-bitcoin-cash|bitcoin-cash","Binance-Peg Bitcoin Cash|Bitcoin Cash","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FWOG","FWOG","2","71665","2","based-fwog|fwog","Based Fwog|Fwog","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FLUX","FLUX","2","68002","2","flux|zelcash","Datamine FLUX|Flux","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"EOS","EOS","4","61057","2","binance-peg-eos|eos","Binance-Peg EOS|EOS","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CRV","CRV","2","58175","2","bridged-curve-dao-token-stargate|curve-dao-token","Bridged Curve DAO Token (Stargate)|Curve DAO","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SAND","SAND","4","57499","2","the-sandbox|the-sandbox-wormhole","The Sandbox|The Sandbox (Wormhole)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MORPHO","MORPHO","2","48815","2","morpho|morpho-2","Legacy Morpho|Morpho","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MOODENG","MOODENG","2","48349","2","moo-deng|moo-deng-2","MOO DENG|Moo Deng","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SEI","SEI","2","47335","2","layerzero-bridged-sei|sei-network","LayerZero Bridged Sei|Sei","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"AKT","AKT","2","44050","2","akash-network|akita-inu-2","Akash Network|Akita Inu","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"QNT","QNT","2","44016","2","quantinuum-inc-robinhood-token|quant-network","Quant|Quantinuum Inc. • Robinhood Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TIA","TIA","2","42663","2","celestia|tia","Celestia|Tiamonds [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GIGA","GIGA","2","41812","2","gigachad-2|gigaswap","Gigachad|GigaSwap","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"PROMPT","PROMPT","2","41227","2","promptbidder|wayfinder","PromptBidder|Wayfinder","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BEAM","BEAM","2","37908","2","beam|beam-2","Beam|BEAM","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"JUP","JUP","2","36839","2","jupiter|jupiter-exchange-solana","Jupiter|Jupiter Project","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"LUNA","LUNA","2","36758","2","luna-by-virtuals|terra-luna-2","Luna by Virtuals|Terra","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"XTZ","XTZ","4","36221","2","binance-peg-tezos-token|tezos","Binance-Peg Tezos Token|Tezos","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GHIBLI","GHIBLI","2","35566","2","ghiblicz|ghiblification","GhibliCZ|Ghiblification","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ARB","ARB","2","33149","2","arbitrage-loop|arbitrum","Arbitrage Loop|Arbitrum","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"FIL","FIL","5","31926","2","binance-peg-filecoin|filecoin","Binance-Peg Filecoin|Filecoin","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"RARE","RARE","2","28584","2","superrare|superrarebears-rare","SuperRare|SuperRareBears RARE","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"HONEY","HONEY","2","28079","2","hivemapper|honey-3","Hivemapper|Honey","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BNB","BNB","4","27147","2","anubis-bridged-bnb-anubis|binancecoin","Anubis Bridged BNB (Anubis)|BNB","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"RUNE","RUNE","2","26599","2","rune-2|thorchain","Rune|THORChain","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"S","S","4","26344","2","agent-s|sonic-3","Agent S|Sonic","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"LDO","LDO","2","25439","2","lido-dao|linea-bridged-ldo-linea","Lido DAO|Linea Bridged LDO (Linea)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"INIT","INIT","2","25232","2","init|initia","Inite|Initia","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"OP","OP","2","24692","2","one-path|optimism","One Path|Optimism","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"VINE","VINE","2","24423","2","do-it-for-the-vine|vine","Do it for the Vine|Vine","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CFG","CFG","2","24251","2","centrifuge|centrifuge-2","Centrifuge|Centrifuge [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MASK","MASK","2","23456","2","catwifmask|mask-network","catwifmask|Mask Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GFI","GFI","2","23208","2","goldfinch|gravity-finance","Goldfinch|Gravity Finance [OLD]","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CRO","CRO","4","22555","2","cronos-zkevm-bridged-cro-cronos-zkevm|crypto-com-chain","Cronos|Cronos zkEVM Bridged CRO (Cronos zkEVM)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BMT","BMT","2","22125","2","bitcoin-maxi-tears-2|bubblemaps","Bitcoin Maxi Tears|Bubblemaps","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"OCEAN","OCEAN","2","20055","2","ocean-2|ocean-protocol","OCEAN|Ocean Protocol","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"KEY","KEY","2","19202","2","key-2|selfkey","KEY|SelfKey","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GNO","GNO","2","18800","2","gnosis|linea-bridged-gno-linea","Gnosis|Linea Bridged GNO (Linea)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SYN","SYN","2","18752","2","synapse-2|synthra","Synapse|Synthra","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"EWT","EWT","2","18719","2","energy-web-token|ishares-msci-taiwan-etf-robinhood-token","Energy Web Token|iShares MSCI Taiwan ETF • Robinhood Token","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MOVE","MOVE","2","18401","2","moveapp|movement","MoveApp|Movement","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TRAC","TRAC","2","16293","2","origintrail|trac","OriginTrail|TRAC (Ordinals)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BADGER","BADGER","2","16004","2","badger-badger-badger|badger-dao","Badger|badger badger badger","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SNEK","SNEK","2","15168","2","based-snek|snek","BASED SNEK|Snek","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"TOKE","TOKE","2","14396","2","tokemak|tokeo","Auto Finance [OLD]|Tokeo","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"DASH","DASH","2","13800","2","dash|dash-2","DASH|Dash","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SWELL","SWELL","2","13782","2","layerzero-bridged-swell|swell-network","Layerzero Bridged Swell|Swell","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"KIN","KIN","2","13278","2","kin|kindred-labs","Kin|Kindred Labs","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"CVX","CVX","2","13055","2","chevron-corp-dinari-tokenized-stock|convex-finance","Chevron Corp (Dinari Tokenized Stock)|Convex Finance","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"DYDX","DYDX","2","12120","2","dydx-chain|dydx-wormhole","dYdX|dYdX (Wormhole)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"OMG","OMG","2","11829","2","oh-my-god|omisego","OH MY GOD|OMG Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"MULTI","MULTI","2","11064","2","multichain|multichain-bsc","Multichain|Multichain (BSC)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"AIR","AIR","2","10824","2","airian|spacebar","AIRian|Spacebar","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"LAYER","LAYER","2","10820","2","solayer|unilayer","Solayer|UniLayer","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"RED","RED","2","10754","2","redstone-oracles|red-token","RED TOKEN|RedStone","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BRICK","BRICK","2","10310","2","brickcoin|brickton","brickcoin|BRICKTON","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BOBA","BOBA","2","10051","2","bobacat|boba-network","Boba Cat|Boba Network","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"SPELL","SPELL","2","9659","2","spell-token|the-spellcaster","Spell|The Spellcaster","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"STRK","STRK","2","9636","2","starknet|strategy-strike-preferred-dinari-tokenized-stock","Starknet|Strategy Strike Preferred (Dinari Tokenized Stock)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"COOKIE","COOKIE","2","9621","2","cookie|cookiebase","Cookie DAO|CookieBase","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"PERP","PERP","2","8929","2","perpetual-protocol|perpolator","Perpetual Protocol|Perpolator","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BIO","BIO","2","8751","2","bio-protocol|bio-unit-000","Bio Protocol|Bio Unit 000","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"ASTR","ASTR","2","8735","2","astar|soneium-bridged-astar-soneium","Astar|Soneium Bridged ASTR (Soneium)","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"GRASS","GRASS","2","8203","2","grass|grass-2","Grass|Grass","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"BSX","BSX","2","8139","2","basex|basilisk","BaseX|Basilisk","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"STRD","STRD","2","7853","2","strategy-stride-preferred-dinari-tokenized-stock|stride","Strategy Stride Preferred (Dinari Tokenized Stock)|Stride","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
"DMC","DMC","2","7704","2","decentralized-mining-exchange|delorean","Decentralized Mining Exchange|DeLorean","PASS","PASS","PASS","PASS","PASS","PASS","PASS","False","UNVERIFIED","UNVERIFIED_AMBIGUOUS_CANDIDATES"
